,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
0,1,1,0,0,0,0,0,0,3125,4042,-1.0,
1,2,1,1,0,0,0,2572,109,20,15,-1.0,
2,3,1,1,1,0,0,2572,109,20,15,-1.0,
3,4,1,1,1,1,0,2572,109,20,15,-1.0,
4,5,1,1,1,1,1,2572,109,20,15,0.0,»-
5,2,1,2,0,0,0,2526,108,62,27,-1.0,
6,3,1,2,1,0,0,2526,108,62,27,-1.0,
7,4,1,2,1,1,0,2526,108,9,11,-1.0,
8,5,1,2,1,1,1,2526,108,9,11,82.596489,.
9,4,1,2,1,2,0,2528,119,60,16,-1.0,
10,5,1,2,1,2,1,2528,119,60,16,0.0,—-n&
11,2,1,3,0,0,0,563,1176,2008,7,-1.0,
12,3,1,3,1,0,0,563,1176,2008,7,-1.0,
13,4,1,3,1,1,0,563,1176,2008,7,-1.0,
14,5,1,3,1,1,1,563,1176,2008,7,95.0, 
15,2,1,4,0,0,0,484,119,2167,2190,-1.0,
16,3,1,4,1,0,0,484,119,2125,85,-1.0,
17,4,1,4,1,1,0,484,119,2119,48,-1.0,
18,5,1,4,1,1,1,484,122,108,45,92.697121,Tax
19,5,1,4,1,1,2,612,119,214,48,91.455589,Invoice
20,5,1,4,1,1,3,2538,138,65,27,30.769432,T4
21,4,1,4,1,2,0,2457,160,152,44,-1.0,
22,5,1,4,1,2,1,2457,163,113,41,0.0,a1
23,5,1,4,1,2,2,2606,160,3,16,15.497467,|
24,3,1,4,2,0,0,488,157,2163,2152,-1.0,
25,4,1,4,2,1,0,488,157,2163,86,-1.0,
26,5,1,4,2,1,1,488,208,503,35,90.680489,RD16674540206679697
27,5,1,4,2,1,2,2446,167,97,63,32.025169,Fap
28,5,1,4,2,1,3,2553,157,98,59,0.905617,15
29,4,1,4,2,2,0,545,414,2044,35,-1.0,
30,5,1,4,2,2,1,545,414,146,35,92.077431,Invoice
31,5,1,4,2,2,2,708,415,67,34,92.495804,No.
32,5,1,4,2,2,3,2166,414,423,35,85.209335,2223DL0026691287
33,4,1,4,2,3,0,545,506,2041,41,-1.0,
34,5,1,4,2,3,1,545,507,146,35,91.781303,Invoice
35,5,1,4,2,3,2,708,508,95,34,92.002319,Date
36,5,1,4,2,3,3,2083,508,82,34,93.085571,Nov
37,5,1,4,2,3,4,2178,506,68,36,96.561646,3rd
38,5,1,4,2,3,5,2263,507,112,40,95.778473,"2022,"
39,5,1,4,2,3,6,2394,507,111,35,91.473579,11:19
40,5,1,4,2,3,7,2519,508,67,33,91.473579,AM
41,4,1,4,2,4,0,543,598,2044,36,-1.0,
42,5,1,4,2,4,1,543,599,105,35,92.456833,State
43,5,1,4,2,4,2,2483,598,104,36,93.043793,Delhi
44,4,1,4,2,5,0,541,688,2051,47,-1.0,
45,5,1,4,2,5,1,541,691,74,34,92.714096,Tax
46,5,1,4,2,5,2,630,690,189,45,92.633682,Category
47,5,1,4,2,5,3,1796,689,122,36,92.957062,Other
48,5,1,4,2,5,4,1934,689,92,36,92.462532,local
