,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
0,1,1,0,0,0,0,0,0,3125,4042,-1.0,
1,2,1,1,0,0,0,488,108,580,60,-1.0,
2,3,1,1,1,0,0,488,108,580,60,-1.0,
3,4,1,1,1,1,0,488,108,580,60,-1.0,
4,5,1,1,1,1,1,488,109,270,59,91.492996,Payment
5,5,1,1,1,1,2,775,108,293,60,84.077217,Summary
6,2,1,2,0,0,0,484,248,323,152,-1.0,
7,3,1,2,1,0,0,484,248,323,152,-1.0,
8,4,1,2,1,1,0,484,248,193,44,-1.0,
9,5,1,2,1,1,1,484,248,115,44,90.840157,Ride
10,5,1,2,1,1,2,616,250,61,41,90.840157,ID
11,4,1,2,1,2,0,484,355,323,45,-1.0,
12,5,1,2,1,2,1,484,358,126,42,92.10598,Time
13,5,1,2,1,2,2,629,355,49,45,91.937302,of
14,5,1,2,1,2,3,694,356,113,44,91.11676,Ride
15,2,1,3,0,0,0,480,1139,1303,168,-1.0,
16,3,1,3,1,0,0,480,1139,1303,168,-1.0,
17,4,1,3,1,1,0,480,1139,1303,168,-1.0,
18,5,1,3,1,1,1,480,1139,1006,168,95.0, 
19,5,1,3,1,1,2,1632,1174,151,63,95.0,  
20,2,1,4,0,0,0,484,1365,379,48,-1.0,
21,3,1,4,1,0,0,484,1365,379,48,-1.0,
22,4,1,4,1,1,0,484,1365,379,48,-1.0,
23,5,1,4,1,1,1,484,1365,49,48,0.0,₹
24,5,1,4,1,1,2,580,1371,283,42,87.316452,Pinlocation
25,2,1,5,0,0,0,2023,127,624,282,-1.0,
26,3,1,5,1,0,0,2023,127,624,282,-1.0,
27,4,1,5,1,1,0,2446,127,201,91,-1.0,
28,5,1,5,1,1,1,2446,127,201,91,45.879726,ragito
29,4,1,5,1,2,0,2042,250,600,42,-1.0,
30,5,1,5,1,2,1,2042,250,600,42,91.102402,RD16674502293962998
31,4,1,5,1,3,0,2023,356,621,53,-1.0,
32,5,1,5,1,3,1,2023,358,104,42,90.340576,Nov
33,5,1,5,1,3,2,2146,356,77,44,96.882484,3rd
34,5,1,5,1,3,3,2242,358,132,51,96.055931,"2022,"
35,5,1,5,1,3,4,2397,358,132,42,93.302322,10:16
36,5,1,5,1,3,5,2547,358,97,41,92.099586,AM
37,2,1,6,0,0,0,2609,155,42,45,-1.0,
38,3,1,6,1,0,0,2609,155,42,45,-1.0,
39,4,1,6,1,1,0,2609,155,42,45,-1.0,
40,5,1,6,1,1,1,2609,155,42,45,95.0, 
41,2,1,7,0,0,0,2089,950,251,77,-1.0,
42,3,1,7,1,0,0,2089,950,251,77,-1.0,
43,4,1,7,1,1,0,2089,950,251,77,-1.0,
44,5,1,7,1,1,1,2089,950,251,77,0.0,BiP
45,2,1,8,0,0,0,2080,1119,271,118,-1.0,
46,3,1,8,1,0,0,2080,1119,271,118,-1.0,
47,4,1,8,1,1,0,2080,1119,271,46,-1.0,
48,5,1,8,1,1,1,2080,1119,116,46,93.282211,5.67
49,5,1,8,1,1,2,2219,1119,132,46,92.702988,mins
50,4,1,8,1,2,0,2102,1202,226,35,-1.0,
51,5,1,8,1,2,1,2102,1202,226,35,92.850838,DURATION
52,2,1,9,0,0,0,484,1542,1917,63,-1.0,
53,3,1,9,1,0,0,484,1542,1917,63,-1.0,
54,4,1,9,1,1,0,484,1542,1917,63,-1.0,
55,5,1,9,1,1,1,484,1542,49,52,0.0,®
56,5,1,9,1,1,2,580,1553,256,46,90.816551,"FG52+X65,"
57,5,1,9,1,1,3,857,1551,271,54,92.146996,Knowledge
58,5,1,9,1,1,4,1149,1551,107,42,93.091095,Park
59,5,1,9,1,1,5,1275,1553,35,46,76.57637,"Il,"
60,5,1,9,1,1,6,1330,1553,188,40,92.18026,Greater
61,5,1,9,1,1,7,1537,1551,155,48,93.151947,"Noida,"
62,5,1,9,1,1,8,1713,1553,122,40,92.677963,Uttar
63,5,1,9,1,1,9,1855,1551,198,42,92.739952,Pradesh
64,5,1,9,1,1,10,2072,1553,191,46,93.304451,"201310,"
65,5,1,9,1,1,11,2284,1551,117,42,93.200089,India
66,2,1,10,0,0,0,546,1728,279,42,-1.0,
67,3,1,10,1,0,0,546,1728,279,42,-1.0,
68,4,1,10,1,1,0,546,1728,279,42,-1.0,
69,5,1,10,1,1,1,546,1728,77,41,92.509964,Bill
70,5,1,10,1,1,2,644,1728,181,42,92.738289,Details
71,2,1,11,0,0,0,545,1895,252,46,-1.0,
72,3,1,11,1,0,0,545,1895,252,46,-1.0,
73,4,1,11,1,1,0,545,1895,252,46,-1.0,
74,5,1,11,1,1,1,545,1895,88,36,92.534729,Ride
75,5,1,11,1,1,2,649,1895,148,46,92.039215,Charge
76,2,1,12,0,0,0,545,1987,796,46,-1.0,
77,3,1,12,1,0,0,545,1987,796,46,-1.0,
78,4,1,12,1,1,0,545,1987,796,46,-1.0,
79,5,1,12,1,1,1,545,1987,170,46,92.785973,Booking
80,5,1,12,1,1,2,731,1989,91,34,92.358551,Fees
81,5,1,12,1,1,3,838,1988,31,35,93.096123,&
82,5,1,12,1,1,4,883,1988,271,35,91.003128,Convenience
83,5,1,12,1,1,5,1170,1987,171,46,92.564957,Charges
84,2,1,13,0,0,0,541,2116,387,48,-1.0,
85,3,1,13,1,0,0,541,2116,387,48,-1.0,
86,4,1,13,1,1,0,541,2116,387,48,-1.0,
87,5,1,13,1,1,1,541,2116,137,48,92.008263,Total
88,5,1,13,1,1,2,699,2119,229,45,91.991425,Amount
89,2,1,14,0,0,0,542,2227,266,29,-1.0,
90,3,1,14,1,0,0,542,2227,266,29,-1.0,
91,4,1,14,1,1,0,542,2227,266,29,-1.0,
92,5,1,14,1,1,1,542,2227,129,29,92.402824,(Inclusive
93,5,1,14,1,1,2,681,2227,30,25,92.038063,of
94,5,1,14,1,1,3,717,2228,91,28,93.134933,Taxes)
95,2,1,15,0,0,0,541,2469,423,140,-1.0,
96,3,1,15,1,0,0,541,2469,423,140,-1.0,
97,4,1,15,1,1,0,541,2469,423,62,-1.0,
98,5,1,15,1,1,1,541,2472,104,45,92.434921,You
99,5,1,15,1,1,2,672,2469,113,48,91.584938,Paid
100,5,1,15,1,1,3,811,2471,153,60,92.560333,Using
101,4,1,15,1,2,0,546,2564,87,45,-1.0,
102,5,1,15,1,2,1,546,2564,87,45,89.371834,UPI
103,2,1,16,0,0,0,2432,1896,156,127,-1.0,
104,3,1,16,1,0,0,2432,1896,156,127,-1.0,
105,4,1,16,1,1,0,2432,1896,156,35,-1.0,
106,5,1,16,1,1,1,2432,1896,25,34,93.242622,₹
107,5,1,16,1,1,2,2474,1896,114,35,96.587997,30.99
108,4,1,16,1,2,0,2458,1988,122,35,-1.0,
109,5,1,16,1,2,1,2458,1988,25,34,93.240219,₹
110,5,1,16,1,2,2,2501,1988,79,35,95.800392,8.01
111,2,1,17,0,0,0,2382,2118,204,46,-1.0,
112,3,1,17,1,0,0,2382,2118,204,46,-1.0,
113,4,1,17,1,1,0,2382,2118,204,46,-1.0,
114,5,1,17,1,1,1,2382,2118,33,45,92.953125,₹
115,5,1,17,1,1,2,2434,2118,152,46,96.801064,39.00
116,2,1,18,0,0,0,2432,2566,156,35,-1.0,
117,3,1,18,1,0,0,2432,2566,156,35,-1.0,
118,4,1,18,1,1,0,2432,2566,156,35,-1.0,
119,5,1,18,1,1,1,2432,2566,25,34,93.258713,₹
120,5,1,18,1,1,2,2474,2566,114,35,96.29821,39.00
