,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
0,1,1,0,0,0,0,0,0,2484,3509,-1.0,
1,2,1,1,0,0,0,111,66,1606,33,-1.0,
2,3,1,1,1,0,0,111,66,1606,33,-1.0,
3,4,1,1,1,1,0,111,66,1606,33,-1.0,
4,5,1,1,1,1,1,111,66,146,26,61.904037,4/24/2019
5,5,1,1,1,1,2,1042,66,84,26,91.376289,Gmail
6,5,1,1,1,1,3,1139,80,9,3,92.73365,-
7,5,1,1,1,1,4,1158,66,68,26,92.73365,Your
8,5,1,1,1,1,5,1234,66,127,32,92.918312,Tuesday
9,5,1,1,1,1,6,1372,66,138,26,92.386269,afternoon
10,5,1,1,1,1,7,1521,66,45,33,93.033707,trip
11,5,1,1,1,1,8,1576,66,57,26,92.590179,with
12,5,1,1,1,1,9,1647,66,70,26,92.51709,Uber
13,2,1,2,0,0,0,616,191,362,21,-1.0,
14,3,1,2,1,0,0,616,191,362,21,-1.0,
15,4,1,2,1,1,0,616,191,362,21,-1.0,
16,5,1,2,1,1,1,616,191,95,21,92.570328,License
17,5,1,2,1,1,2,722,191,68,21,91.648918,Plate:
18,5,1,2,1,1,3,802,191,176,21,92.279373,MHO1CR5893
19,2,1,3,0,0,0,1660,449,319,3,-1.0,
20,3,1,3,1,0,0,1660,449,319,3,-1.0,
21,4,1,3,1,1,0,1660,449,319,3,-1.0,
22,5,1,3,1,1,1,1660,449,319,3,95.0, 
23,2,1,4,0,0,0,615,448,1387,93,-1.0,
24,3,1,4,1,0,0,615,448,1387,93,-1.0,
25,4,1,4,1,1,0,615,448,1387,93,-1.0,
26,5,1,4,1,1,1,615,467,19,22,35.18129,B
27,5,1,4,1,1,2,716,467,90,28,73.375565,17:07
28,5,1,4,1,1,3,1272,448,111,93,36.74419,T7
29,5,1,4,1,1,4,1395,448,94,4,66.098663,———
30,5,1,4,1,1,5,1505,448,79,5,2.886978,——.
31,5,1,4,1,1,6,1980,448,22,26,0.0,.
32,2,1,5,0,0,0,714,531,670,164,-1.0,
33,3,1,5,1,0,0,714,529,671,166,-1.0,
34,4,1,5,1,1,0,715,531,669,42,-1.0,
35,5,1,5,1,1,1,715,531,125,29,93.016815,Haware
36,5,1,5,1,1,2,856,531,127,29,93.019829,Infotech
37,5,1,5,1,1,3,1000,531,81,34,92.122673,"Park,"
38,5,1,5,1,1,4,1096,531,107,29,92.795296,Sector
39,5,1,5,1,1,5,1317,557,15,5,73.74929,.
40,5,1,5,1,1,6,1353,529,32,44,15.336548,H
41,4,1,5,1,2,0,714,596,427,34,-1.0,
42,5,1,5,1,2,1,714,596,73,34,90.712097,"30A,"
43,5,1,5,1,2,2,802,596,100,34,90.677399,"Vashi,"
44,5,1,5,1,2,3,918,596,69,29,91.919044,Navi
45,5,1,5,1,2,4,1003,596,138,34,91.619362,"Mumbai,"
46,4,1,5,1,3,0,715,661,445,34,-1.0,
47,5,1,5,1,3,1,715,661,208,29,91.890518,Maharashtra
48,5,1,5,1,3,2,935,662,131,33,93.306061,"400703,"
49,5,1,5,1,3,3,1083,661,77,29,92.710838,India
50,2,1,6,0,0,0,615,776,530,247,-1.0,
51,3,1,6,1,0,0,615,776,530,247,-1.0,
52,4,1,6,1,1,0,615,776,190,46,-1.0,
53,5,1,6,1,1,1,615,776,19,41,0.0,H
54,5,1,6,1,1,2,716,794,89,28,69.122177,18:20
55,4,1,6,1,2,0,714,858,360,36,-1.0,
56,5,1,6,1,2,1,714,859,27,33,93.304672,"7,"
57,5,1,6,1,2,2,758,858,198,36,91.872696,"Dongripada,"
58,5,1,6,1,2,3,970,858,104,29,92.591599,Thane
59,4,1,6,1,3,0,713,924,432,34,-1.0,
60,5,1,6,1,3,1,713,924,209,34,88.391167,"West,Thane,"
61,5,1,6,1,3,2,939,924,206,29,92.780136,Maharashtra
62,4,1,6,1,4,0,713,989,227,34,-1.0,
63,5,1,6,1,4,1,713,990,132,33,93.305031,"400607,"
64,5,1,6,1,4,2,863,989,77,29,92.958038,India
65,2,1,7,0,0,0,1999,551,3,493,-1.0,
66,3,1,7,1,0,0,1999,551,3,493,-1.0,
67,4,1,7,1,1,0,1999,551,3,493,-1.0,
68,5,1,7,1,1,1,1999,551,3,493,95.0, 
69,2,1,8,0,0,0,1882,1088,14,17,-1.0,
70,3,1,8,1,0,0,1882,1088,14,17,-1.0,
71,4,1,8,1,1,0,1882,1088,14,17,-1.0,
72,5,1,8,1,1,1,1882,1088,14,17,46.189522,13
