,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
0,1,1,0,0,0,0,0,0,3125,4421,-1.0,
1,2,1,1,0,0,0,88,86,802,81,-1.0,
2,3,1,1,1,0,0,88,86,802,81,-1.0,
3,4,1,1,1,1,0,88,86,802,81,-1.0,
4,5,1,1,1,1,1,88,86,368,81,88.287453,Payment
5,5,1,1,1,1,2,485,86,405,81,64.161385,Summary
6,2,1,2,0,0,0,2764,64,293,175,-1.0,
7,3,1,2,1,0,0,2764,64,293,175,-1.0,
8,4,1,2,1,1,0,2764,64,293,175,-1.0,
9,5,1,2,1,1,1,2764,64,293,175,95.0, 
10,2,1,3,0,0,0,82,229,2964,277,-1.0,
11,3,1,3,1,0,0,82,229,2964,277,-1.0,
12,4,1,3,1,1,0,88,229,2955,113,-1.0,
13,5,1,3,1,1,1,88,276,151,66,93.011307,Ride
14,5,1,3,1,1,2,268,282,68,60,92.050156,ID
15,5,1,3,1,1,3,2142,281,326,61,90.824921,RD16791
16,5,1,3,1,1,4,2489,229,554,113,96.009865,532398057733
17,4,1,3,1,2,0,82,428,2964,78,-1.0,
18,5,1,3,1,2,1,82,431,178,63,91.799866,Time
19,5,1,3,1,2,2,288,428,77,66,91.296753,of
20,5,1,3,1,2,3,392,428,153,66,91.60025,Ride
21,5,1,3,1,2,4,2161,434,143,60,91.894531,Mar
22,5,1,3,1,2,5,2333,428,160,66,96.166626,18th
23,5,1,3,1,2,6,2525,433,195,73,95.768105,"2023,"
24,5,1,3,1,2,7,2751,433,151,61,93.22728,9:12
25,5,1,3,1,2,8,2935,434,111,59,92.165779,PM
26,2,1,4,0,0,0,1455,731,212,73,-1.0,
27,3,1,4,1,0,0,1455,731,212,73,-1.0,
28,4,1,4,1,1,0,1455,731,212,73,-1.0,
29,5,1,4,1,1,1,1455,731,212,73,91.12249,Total
30,2,1,5,0,0,0,1306,849,478,109,-1.0,
31,3,1,5,1,0,0,1306,849,478,109,-1.0,
32,4,1,5,1,1,0,1306,849,478,109,-1.0,
33,5,1,5,1,1,1,1306,853,72,103,93.174271,₹
34,5,1,5,1,1,2,1423,849,361,109,95.972481,79.00
35,2,1,6,0,0,0,75,1223,1148,517,-1.0,
36,3,1,6,1,0,0,75,1223,1148,517,-1.0,
37,4,1,6,1,1,0,630,1223,514,139,-1.0,
38,5,1,6,1,1,1,630,1223,514,139,95.0, 
39,4,1,6,1,2,0,75,1362,1148,378,-1.0,
40,5,1,6,1,2,1,75,1362,1148,378,95.0,  
41,2,1,7,0,0,0,78,1097,2584,639,-1.0,
42,3,1,7,1,0,0,78,1097,2584,639,-1.0,
43,4,1,7,1,1,0,661,1097,1148,112,-1.0,
