,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
0,1,1,0,0,0,0,0,0,3125,4042,-1.0,
1,2,1,1,0,0,0,2526,116,65,24,-1.0,
2,3,1,1,1,0,0,2526,116,65,24,-1.0,
3,4,1,1,1,1,0,2526,116,65,10,-1.0,
4,5,1,1,1,1,1,2526,116,8,10,83.710449,.
5,5,1,1,1,1,2,2578,116,13,10,88.392021,-
6,4,1,1,1,2,0,2528,126,60,14,-1.0,
7,5,1,1,1,2,1,2528,126,60,14,0.0,-₹
8,2,1,2,0,0,0,484,127,2167,778,-1.0,
9,3,1,2,1,0,0,484,127,2167,778,-1.0,
10,4,1,2,1,1,0,488,127,2121,53,-1.0,
11,5,1,2,1,1,1,488,128,270,45,92.028053,Payment
12,5,1,2,1,1,2,775,127,226,46,88.593361,Summa
13,5,1,2,1,1,3,2544,157,65,23,0.0,al
14,4,1,2,1,2,0,560,138,2091,99,-1.0,
15,5,1,2,1,2,1,560,138,35,49,89.868134,y
16,5,1,2,1,2,2,1010,138,58,49,0.0,v
17,5,1,2,1,2,3,2446,146,205,91,55.089191,rapito
18,4,1,2,1,3,0,484,267,2158,44,-1.0,
19,5,1,2,1,3,1,484,267,115,44,90.993538,Ride
20,5,1,2,1,3,2,616,269,61,41,91.303993,ID
21,5,1,2,1,3,3,2042,269,600,42,90.873734,RD16674569303003827
22,4,1,2,1,4,0,484,373,2161,54,-1.0,
23,5,1,2,1,4,1,484,376,126,42,92.804611,Time
24,5,1,2,1,4,2,629,373,49,45,91.683777,of
25,5,1,2,1,4,3,694,374,113,44,92.106148,Ride
26,5,1,2,1,4,4,2034,376,104,42,89.076797,Nov
27,5,1,2,1,4,5,2156,374,78,44,95.540421,3rd
28,5,1,2,1,4,6,2252,376,132,51,96.209671,"2022,"
29,5,1,2,1,4,7,2408,376,132,42,93.304489,12:06
30,5,1,2,1,4,8,2558,376,87,41,93.225929,PM
31,4,1,2,1,5,0,1485,590,156,54,-1.0,
32,5,1,2,1,5,1,1485,590,156,54,92.568718,Total
33,4,1,2,1,6,0,1586,860,187,45,-1.0,
34,5,1,2,1,6,1,1606,860,167,45,0.0,WEILp
35,2,1,3,0,0,0,480,856,1150,470,-1.0,
36,3,1,3,1,0,0,480,856,1150,470,-1.0,
37,4,1,3,1,1,0,480,856,1113,100,-1.0,
38,5,1,3,1,1,1,480,856,1113,100,95.0,  
39,4,1,3,1,2,0,480,956,1150,246,-1.0,
40,5,1,3,1,2,1,480,956,1150,246,95.0,  
41,4,1,3,1,3,0,480,1202,873,78,-1.0,
42,5,1,3,1,3,1,480,1202,873,78,95.0,  
43,4,1,3,1,4,0,480,1280,873,46,-1.0,
44,5,1,3,1,4,1,480,1280,873,46,95.0, 
45,2,1,4,0,0,0,1631,892,172,170,-1.0,
46,3,1,4,1,0,0,1631,892,172,170,-1.0,
47,4,1,4,1,1,0,1631,892,172,170,-1.0,
48,5,1,4,1,1,1,1631,892,172,170,95.0,   
49,2,1,5,0,0,0,1586,895,754,150,-1.0,
50,3,1,5,1,0,0,1586,895,754,150,-1.0,
51,4,1,5,1,1,0,1586,895,199,72,-1.0,
52,5,1,5,1,1,1,1586,899,66,68,74.216408,Ba
53,5,1,5,1,1,2,1753,895,32,48,1.644104,1]
54,4,1,5,1,2,0,2089,964,251,81,-1.0,
